,Where did you find out about Orange?,What Data Mining level are you?,Where do you work?,Excel,IBM SPSS Statistics,KNIME,MATLAB,Python,Python Pandas,R,Rapid Miner,SQL,Weka,None,"Would you enjoy getting monthly tips and video tutorials on how to get the most out of Orange? If so, type your email below. <br><br>*<em>You can unsubscribe at any time and we will always respect your privacy.</em>"
345,Anaconda,Beginner,I'm a student,0,1,0,1,0,1,1,1,1,1,1,0
346,Web,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,1
347,Web,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,0,1,1
348,School,Intermediate,Academia,1,1,0,0,1,1,1,1,1,1,1,0
349,College,Beginner,Academia,0,1,0,1,0,0,1,1,1,1,1,1
350,Conference,Beginner,Industry,1,1,1,1,0,0,1,1,0,1,1,0
351,Anaconda,Intermediate,Industry,1,1,1,1,0,1,0,0,0,1,1,1
352,Web,Intermediate,Industry,0,1,0,1,0,0,1,0,0,1,1,0
353,Anaconda,Beginner,I'm a student,0,1,1,0,0,0,0,1,0,1,1,1
354,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
355,Anaconda,,Academia,1,1,1,1,0,1,1,1,1,1,1,0
356,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
357,School,Beginner,Industry,0,0,1,1,1,1,0,1,0,1,1,0
358,Web,Expert,Industry,1,1,1,1,0,0,1,1,0,1,1,0
359,Job,Intermediate,Research,1,1,1,0,0,1,0,1,0,0,1,1
360,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,0,1,0
361,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
362,Anaconda,Beginner,I'm a student,1,1,1,0,0,0,1,1,0,1,1,1
363,Friends,Intermediate,Academia,1,1,1,1,0,1,1,1,1,1,1,0
364,Anaconda,Intermediate,Academia,0,1,1,1,1,1,1,1,1,1,1,1
365,Friends,Beginner,Research,0,1,1,1,0,1,1,1,1,1,1,0
366,College,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
367,Anaconda,Beginner,Industry,0,1,0,1,1,1,1,1,1,1,1,0
368,Anaconda,Beginner,Academia,0,0,1,1,0,1,1,1,1,1,1,1
369,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
370,Anaconda,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,1
371,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,0
372,Anaconda,Intermediate,Academia,0,0,1,0,0,0,0,0,0,0,1,0
373,Web,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
374,College,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,0
375,College,Beginner,Academia,0,1,1,1,0,1,0,1,1,1,1,1
376,Job,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
377,Anaconda,Beginner,,0,1,1,1,0,0,1,1,1,1,1,0
378,Job,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,1
379,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
380,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
381,College,Beginner,I'm a student,0,1,1,0,0,0,0,1,0,0,1,0
382,School,Intermediate,Research,0,0,1,1,0,0,0,1,0,0,1,1
383,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
384,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
385,Anaconda,Beginner,Academia,0,1,1,1,0,1,0,1,0,1,1,0
386,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,0
387,Conference,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
388,College,Intermediate,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
389,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,0
390,Anaconda,Beginner,Industry,1,1,1,1,1,1,0,1,0,0,1,0
391,Friends,Intermediate,I'm a student,1,1,1,0,0,1,0,1,0,1,1,0
392,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
393,Anaconda,Intermediate,Academia,0,1,1,1,0,0,0,1,1,1,1,1
394,Job,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,1,1
395,Anaconda,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
396,Web,Beginner,I'm a student,0,0,1,1,1,1,1,1,0,1,1,1
397,,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
398,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
399,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
400,Anaconda,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
401,College,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
402,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
403,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
404,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
405,School,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
406,Web,Beginner,Research,1,1,1,1,1,1,1,1,1,1,1,1
407,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
408,Anaconda,Beginner,Industry,1,1,1,1,0,1,0,1,1,1,1,0
409,Friends,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,0
410,College,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,0
411,Anaconda,Intermediate,I'm a student,0,0,0,0,0,0,0,0,0,0,1,0
412,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,0
413,Web,Beginner,Industry,0,1,1,1,1,0,1,1,0,1,1,0
414,Anaconda,Expert,Industry,1,1,1,1,0,0,1,1,0,1,1,0
415,School,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
416,Anaconda,Beginner,Industry,1,1,1,1,0,1,1,0,0,1,1,0
417,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,0,1,1,1
418,School,Beginner,,1,1,1,1,1,1,1,1,1,1,0,1
419,Friends,Beginner,Academia,1,1,1,1,0,1,1,1,0,1,1,0
420,Web,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,0
421,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
422,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
423,Web,Intermediate,Industry,0,0,1,1,0,1,1,1,1,1,1,1
424,Anaconda,Beginner,Research,0,0,1,0,0,0,0,1,1,1,1,0
425,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
426,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
427,College,Intermediate,I'm a student,1,0,1,1,1,1,1,1,1,1,1,1
428,,,,1,1,1,1,1,1,1,1,1,1,1,1
429,Anaconda,Intermediate,Industry,0,1,1,0,0,0,1,1,0,1,1,1
430,Anaconda,Intermediate,Academia,0,0,1,1,0,0,0,1,1,1,1,0
431,Web,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,0
432,Web,Beginner,Research,0,1,1,1,0,1,1,1,1,0,1,1
433,School,Beginner,Industry,0,1,1,0,0,0,0,1,0,1,1,0
434,Anaconda,Beginner,Industry,0,1,1,0,0,0,1,1,1,1,1,0
435,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
436,Web,Intermediate,,0,0,0,1,1,1,0,1,1,0,1,0
437,Web,Beginner,,0,0,1,1,0,1,0,1,1,1,1,1
438,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
439,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
440,Web,Beginner,,1,1,1,1,1,1,1,1,1,1,1,1
441,Anaconda,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
442,Anaconda,Intermediate,Research,1,1,1,0,0,1,1,1,1,1,1,0
443,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
444,School,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,1,1,1
445,Web,Intermediate,Academia,1,1,1,1,0,0,1,1,0,1,1,0
446,School,Beginner,I'm a student,0,1,1,0,0,0,1,1,0,1,1,1
447,Web,Intermediate,Industry,0,1,1,1,0,0,0,1,1,1,1,1
448,Anaconda,Expert,Industry,0,1,1,0,0,0,0,0,0,0,1,1
449,Job,Intermediate,Research,0,0,1,1,1,1,0,1,0,1,1,0
450,Web,Intermediate,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
451,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,0
452,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,0
453,Anaconda,Beginner,Academia,1,1,1,0,0,1,1,1,1,1,1,1
454,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
455,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
456,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
457,Anaconda,Beginner,I'm a student,0,0,1,1,0,0,0,1,0,1,1,0
458,Anaconda,Beginner,I'm a student,0,0,1,0,1,1,1,1,0,1,1,0
459,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
460,Conference,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,0
461,Anaconda,Intermediate,Research,0,0,1,1,0,0,1,1,0,1,1,1
462,Anaconda,Intermediate,Research,0,1,1,1,0,1,0,1,1,1,1,1
463,Anaconda,Beginner,Research,0,1,1,1,1,1,1,1,0,1,1,0
464,Web,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,0
465,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
466,,Beginner,I'm a student,0,0,1,0,1,1,1,1,1,1,1,0
467,Web,Intermediate,Academia,1,1,1,1,1,1,0,0,1,1,1,0
468,Anaconda,Intermediate,Academia,0,0,1,1,0,1,0,1,0,1,1,0
469,Friends,Expert,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
470,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,0
471,College,Intermediate,Academia,1,1,1,1,0,1,1,1,1,0,1,0
472,Web,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
473,Web,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,1
474,Web,Intermediate,Academia,0,1,1,1,0,1,0,1,1,0,1,0
475,Anaconda,Intermediate,Academia,0,1,1,0,1,1,1,1,0,1,1,1
476,Web,Intermediate,I'm a student,0,0,1,1,1,1,1,1,1,1,1,0
477,College,Expert,Academia,0,1,1,1,0,0,1,0,0,0,1,1
478,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,0
479,Anaconda,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,1,0
480,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
481,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,0
482,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
483,College,Intermediate,Academia,1,0,1,1,1,1,1,1,1,1,1,0
484,Friends,Beginner,I'm a student,1,1,1,1,0,0,1,1,0,0,1,0
485,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
486,Anaconda,Beginner,Industry,0,1,1,0,0,0,0,1,1,1,1,0
487,Anaconda,Beginner,Industry,1,1,1,1,0,1,1,1,0,1,1,0
488,Web,Intermediate,I'm a student,0,1,1,1,0,0,0,1,0,1,1,1
489,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
490,Web,Expert,Research,0,0,0,1,0,1,0,1,0,0,1,0
491,,Beginner,I'm a student,0,0,1,1,0,0,0,1,1,1,1,0
492,Web,Beginner,Industry,0,1,0,1,0,1,1,1,1,1,1,0
493,Web,Intermediate,Industry,0,1,1,1,0,1,0,1,1,1,1,1
494,Web,Intermediate,Industry,1,1,1,1,1,0,1,1,1,1,1,0
495,School,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,1
496,Anaconda,Intermediate,Industry,1,1,1,1,0,0,1,1,1,1,1,1
497,Anaconda,Intermediate,Academia,1,1,1,1,0,0,1,1,1,1,1,1
498,Web,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,0
499,Anaconda,Expert,Industry,0,0,1,0,0,0,0,1,1,1,1,0
500,College,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,0
501,Web,Beginner,,1,1,1,1,0,1,0,1,0,1,1,0
502,Anaconda,Beginner,Academia,0,1,1,1,0,0,1,1,0,1,1,0
503,Anaconda,Beginner,Research,1,1,1,1,1,1,1,1,1,1,0,0
504,Web,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,0
505,Anaconda,Intermediate,Industry,0,1,1,0,0,0,1,1,1,1,1,0
506,Job,Beginner,Industry,1,1,1,0,0,0,1,1,0,1,1,0
507,Anaconda,Intermediate,I'm a student,0,1,1,0,0,0,0,1,0,1,1,0
508,Web,Beginner,Academia,0,0,1,1,0,0,1,1,0,1,1,0
509,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,0
510,Web,Beginner,Research,0,0,1,1,1,1,1,1,1,1,1,0
511,Anaconda,Beginner,,1,1,1,1,1,1,1,1,1,1,0,1
512,Web,Intermediate,Industry,0,1,1,0,1,1,0,1,1,1,1,0
513,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
514,College,Intermediate,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
515,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
516,Anaconda,Intermediate,Research,0,1,1,1,0,1,0,1,1,1,1,0
517,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
518,Friends,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,0
519,Anaconda,Expert,Academia,1,1,1,1,1,0,1,1,1,1,1,1
520,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
521,Web,Beginner,Research,0,1,1,1,0,0,1,1,0,1,1,0
522,School,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
523,Anaconda,Beginner,I'm a student,1,1,1,0,0,1,0,1,1,1,1,1
524,Web,Expert,Industry,0,1,1,1,0,0,1,1,0,1,1,1
525,Conference,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
526,Web,Beginner,Industry,0,1,1,0,0,1,0,1,0,1,1,1
527,Conference,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
528,Conference,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
529,College,Beginner,I'm a student,1,0,1,1,1,1,1,1,1,0,1,0
530,Web,Beginner,Industry,0,1,1,1,1,1,1,0,1,1,1,0
531,Anaconda,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,0
532,Anaconda,Intermediate,Academia,0,0,1,0,1,1,0,1,1,1,1,1
533,Web,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
534,Job,Beginner,Industry,0,0,1,1,1,1,1,1,1,1,1,0
535,School,Intermediate,I'm a student,1,1,1,1,1,1,1,1,0,1,1,0
536,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
537,Web,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,0
538,College,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,0
539,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,1,1,1
540,Web,Intermediate,Research,0,0,1,1,0,0,1,1,1,1,1,1
541,Web,Intermediate,,0,1,1,0,0,0,1,1,0,1,1,0
542,College,Beginner,I'm a student,0,1,1,0,0,0,0,1,0,0,1,1
543,Web,Beginner,Industry,0,0,1,1,0,1,1,1,0,1,1,0
544,School,Beginner,I'm a student,0,1,1,0,1,1,0,1,0,1,1,0
545,,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
546,Web,Beginner,I'm a student,0,1,1,1,1,1,1,0,0,1,1,0
547,Web,Beginner,Industry,0,0,1,1,1,1,1,1,1,1,1,1
548,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
549,College,Intermediate,Research,0,1,1,1,1,1,1,1,1,1,1,0
550,Anaconda,Beginner,Industry,1,1,1,0,0,0,0,0,0,0,1,0
551,Anaconda,Beginner,Research,0,0,1,1,1,1,0,1,1,1,1,1
552,School,Intermediate,Academia,1,1,1,0,0,1,1,1,1,1,1,1
553,School,Intermediate,I'm a student,0,1,1,0,0,0,0,1,0,1,1,1
554,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
555,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,1,1,0
556,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
557,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
558,College,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,0
559,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
560,School,Beginner,Academia,1,1,0,1,1,1,1,1,1,1,1,1
561,Web,Expert,Industry,0,0,1,1,0,0,1,0,0,1,1,0
562,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
563,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,0
564,,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,0,1,1
565,Web,Beginner,Research,0,1,1,1,1,1,1,0,0,0,1,1
566,Web,Beginner,Academia,1,0,1,1,1,1,0,1,1,1,1,1
567,Web,Intermediate,Industry,0,1,1,1,0,1,1,1,1,1,1,0
568,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
569,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
570,College,Beginner,,1,1,1,1,1,1,1,1,0,1,1,1
571,Web,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,1
572,Web,Intermediate,Academia,0,1,1,1,0,0,1,1,0,1,1,1
573,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
574,Web,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
575,College,Beginner,I'm a student,0,1,1,0,0,0,1,1,1,1,1,0
576,,Intermediate,Academia,0,0,1,1,0,0,0,1,0,0,1,1
577,Anaconda,Intermediate,Academia,0,1,1,1,0,0,0,1,0,1,1,1
578,Web,Beginner,Industry,1,1,1,1,1,1,1,1,0,0,1,0
579,Anaconda,Beginner,Research,1,1,1,1,0,0,0,1,1,1,1,0
580,College,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
581,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,0
582,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
583,Job,Beginner,Industry,0,1,1,0,0,1,0,1,0,1,1,1
584,,Beginner,Research,0,1,1,0,1,1,1,1,1,1,1,1
585,Web,Intermediate,,1,1,1,0,1,1,1,1,1,0,1,0
586,Anaconda,Beginner,,1,1,1,1,0,1,1,1,1,1,1,0
587,Web,Beginner,Research,0,1,1,1,0,1,0,1,0,1,1,0
588,Job,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,0
589,Anaconda,Beginner,,0,1,1,1,0,0,1,1,1,1,1,0
590,Anaconda,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,1
591,College,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
592,Anaconda,Beginner,I'm a student,1,1,1,0,0,1,1,1,1,1,1,0
593,School,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,0
594,Web,Intermediate,Industry,1,1,1,1,0,0,1,1,1,1,1,0
595,Conference,Beginner,Academia,0,1,1,1,0,1,1,1,0,1,1,0
596,College,Beginner,Research,1,1,1,0,1,1,0,1,1,0,1,0
597,Web,Beginner,I'm a student,0,1,1,0,1,1,1,1,0,1,1,0
598,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
599,Friends,Intermediate,Industry,1,1,1,1,0,0,1,1,0,1,1,1
600,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
601,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,0
602,Job,Beginner,Industry,0,1,1,1,0,0,0,0,0,1,1,1
603,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
604,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
605,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,0,1,1
606,Web,Beginner,Industry,0,1,0,1,0,1,0,0,1,1,1,1
607,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
608,Anaconda,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,1
609,Anaconda,Intermediate,Research,0,0,1,0,0,0,0,1,0,0,1,0
610,College,Intermediate,Industry,0,0,1,0,0,1,0,1,0,1,1,0
611,Web,Expert,Research,0,1,1,0,1,1,0,1,1,1,1,1
612,Anaconda,Beginner,Academia,0,1,1,1,0,0,0,1,1,1,1,1
613,Anaconda,Beginner,,0,1,1,1,0,0,0,1,0,1,1,1
614,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
615,Anaconda,Intermediate,Academia,1,1,1,0,1,1,0,1,1,1,1,1
616,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
617,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
618,Web,Beginner,Industry,0,1,1,1,0,1,0,1,0,0,1,1
619,College,Intermediate,I'm a student,0,1,1,1,0,0,1,1,0,1,1,0
620,Anaconda,Intermediate,Academia,1,1,1,1,1,1,1,1,1,1,1,1
621,Anaconda,Beginner,Academia,0,1,1,0,0,1,0,1,1,1,1,1
622,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
623,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
624,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
625,Friends,Beginner,Research,0,1,1,0,1,1,1,0,1,0,1,0
626,Web,Expert,I'm a student,1,1,1,0,0,0,1,1,1,1,1,0
627,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
628,Web,Intermediate,Industry,1,1,1,1,1,1,1,1,1,1,0,0
629,Anaconda,Beginner,Research,0,1,1,1,0,1,1,1,0,1,0,1
630,Web,Intermediate,I'm a student,0,0,1,0,0,0,0,1,1,1,1,1
631,School,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,1
632,Anaconda,Expert,Industry,0,0,0,0,0,0,0,0,0,0,1,0
633,Web,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
634,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
635,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,0,0,1,1,1
636,College,Intermediate,I'm a student,0,1,1,1,0,0,0,1,0,1,1,1
637,Web,Beginner,Industry,0,0,1,1,0,1,0,1,0,1,1,0
638,Web,Intermediate,Industry,0,1,1,0,0,0,0,1,0,1,1,0
639,Web,Beginner,Academia,1,0,1,1,1,1,1,1,1,1,1,0
640,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
641,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
642,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
643,School,Beginner,I'm a student,0,1,1,1,0,0,0,1,1,1,1,1
644,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
645,School,Beginner,I'm a student,1,1,1,1,0,1,1,1,0,1,1,1
646,School,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,1
647,Web,Intermediate,Academia,1,1,1,0,0,1,0,1,1,0,1,0
648,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
649,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
650,,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
651,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
652,Anaconda,Beginner,Industry,0,0,1,1,0,0,0,1,1,1,1,0
653,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
654,Job,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,1
655,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
656,Friends,Intermediate,I'm a student,0,0,1,0,0,1,0,0,1,1,1,0
657,Web,Beginner,Industry,0,1,1,0,1,1,1,1,0,1,1,0
658,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,0
659,Web,Intermediate,Research,0,1,1,0,0,1,0,1,1,1,1,0
660,Anaconda,Beginner,Research,0,1,1,0,0,0,0,1,0,1,1,1
661,Anaconda,Beginner,Industry,1,1,1,0,1,0,1,1,0,1,1,0
662,Web,Intermediate,Research,0,0,1,1,1,1,1,1,0,1,1,1
663,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
664,Web,Beginner,Industry,1,1,1,1,1,1,1,1,0,1,1,1
665,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,0
666,Anaconda,Intermediate,Academia,0,1,1,1,0,1,1,1,0,0,1,0
667,Anaconda,Intermediate,Industry,1,1,0,1,1,1,1,1,1,1,1,1
668,Job,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
669,Job,Intermediate,Industry,0,1,1,1,0,0,1,1,0,0,1,0
670,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,0
671,Anaconda,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
672,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,0
673,Anaconda,Beginner,Academia,1,1,1,1,0,1,0,1,1,1,1,0
674,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
675,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,1
676,School,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
677,Job,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
678,Anaconda,Beginner,Research,0,1,1,1,1,1,1,1,0,1,1,0
679,Web,Beginner,Industry,1,1,0,1,0,0,1,1,1,0,1,0
680,College,Beginner,I'm a student,0,0,1,0,1,1,1,1,1,1,1,0
681,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
682,Anaconda,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
683,Web,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
684,Web,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,0
685,Anaconda,Beginner,Research,0,1,1,1,0,0,1,1,0,1,1,0
686,Anaconda,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
687,School,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
688,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,0
689,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,1
690,Anaconda,Intermediate,Research,0,1,1,1,0,0,1,0,0,1,1,0
691,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,1,1
692,Web,Intermediate,Industry,1,1,1,0,0,0,1,1,0,0,1,1
693,Job,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
694,Anaconda,Intermediate,I'm a student,1,1,1,1,1,1,1,1,1,0,1,0
695,Anaconda,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,0
